,product_id,user_name,rate_stars,review_title,review_date,comment_content,sentiment,label1
366,B007RW7CJQ,BlueZebra,5.0,Doggie crack,2018-12-11,"I gave one of these to my friend's dog, now every time I go visit, she expects one and makes the huge sad puppy eyes if I don't bring one! She's an old dog and can no longer jump but sure makes attempts to see if I brought her any of these yummy bones!!!If this review has helped you in any way, please click the YES button. Thank you",positive,Positive
367,B007RW7CJQ,dinah jolie,2.0,Three Unimpressed Furbabies,2021-02-15,"I was so optimistic about this purchase. Admittedly, it’s hard to find a chew bone that all three of my dogs unanimously agree on. However this time they did agree and the verdict is that they were unimpressed by the flavor of this bone.The size is great. The texture holds up pretty nicely to aggressive chewing. While it doesn’t stain fabric, it does leave a faint residue when wet from slobber. There’s absolutely no smell which is wonderful. The only downside is that my dogs weren’t impressed with the flavor. With that said, I’m hopeful that there are less finicky pups out there who might actually enjoy the product!",positive,Sentiment: Neutral
368,B007RW7CJQ,Makayla Smith,4.0,She loved it!,2019-05-28,My dog absolutely loved this bone. It didn’t last longer than 10min. Lol but she loved it and that’s all that matters to me honestly. I think it’s was a good buy and I will buy again.,positive,Positive
369,B007RW7CJQ,Adam Ginsberg,4.0,Good value,2021-04-29,Dog liked it. Lasted for a while,positive,Positive
370,B007RW7CJQ,Bono girl,1.0,Made my dog throw up - twice,2023-04-20,"At first I thought my dog might just have eaten something she shouldn’t have either in the yard or during our walk. But that evening, after having devoured this doggie treat in about 10 minutes earlier that afternoon (it doesn’t last), that night my dog got violently ill. I didn’t even think it might be the treat that was the culprit until I gave her another one a few weeks later, and the same thing happened - a few hours after eating it, she got very sick. Not buying again!",negative,Sentiment: Negative
371,B007RW7CJQ,sandra simmons,5.0,Great five min chew lol,2021-06-30,I didn’t try it myself lol but I assume that it is great because the dog ate it in five minutes she loved it she was happy so I am happy,positive,Positive
372,B007RW7CJQ,Kim,5.0,My Dog Loves N-Bones,2021-02-05,"My 2-year-old Black Lab loves N-Bones. We've tried other bones and she chews through those in a matter of minutes. An N-Bone takes her over half an hour to eat. By the time she's done, she's usually ready for a nap.",negative,Sentiment: Positive
373,B007RW7CJQ,Michael Leathers,5.0,Mouthy puppy,2020-10-24,I love this product .My Chihuha puppy Pluto is teething and is very mouthy .He used to rip holes in my socks to I guess to get ride of the pain but know he goes strait to his bone .Will definitely be purchasing again .,positive,Positive
374,B007RW7CJQ,Crystal,1.0,My dog doesn’t eat just peanuts,2023-08-29,This is a peanut flavor not peanut butter so my dog smelled it and walked away. Waste of 💰for me. I’ve learned I can’t buy treats online unless I know it’s something she will eat,negative,Negative
375,B007RW7CJQ,Kara,5.0,Long-Lasting,2020-12-23,"These last a long time! I was impressed. My two pit bulls tear through ""long-lasting"" treats and we got about 20 minutes out of them. That might not seem like a lot to some people, but for us it's a couple of years! LOL",positive,Positive
376,B007RW7CJQ,Mary N,5.0,Natural chew bone,2021-07-14,I have reordered this bone numerous times. My dog loves chewing them. I won't buy bones that are rawhide and these are natural. I will continue to buy them.,positive,Positive
377,B007RW7CJQ,Tammy Creason,3.0,Dogs loved it!  Lasted 1 night.,2022-04-13,Dogs lived it but it only lasted one night.,neutral,Neutral
378,B007RW7CJQ,Dylan,5.0,Great teeth cleaning treat!,2019-01-27,"Great treat for small dogs! They are a little small for my 20 pound Shiba. So I'd recommend the larger size ones for the medium+ dogs. But besides that. My dog loves these bones, and it keeps her entertained for hours! Always come back for more. I've ordered so many of these. The pupper has loved these for 2 years",positive,Positive
379,B007RW7CJQ,Chris Termini,3.0,gone in a flash,2022-01-04,our mid sized 14 months old dog devoured this bone in 20 minutes or less.,negative,Negative
380,B007RW7CJQ,Anthony,5.0,My dog eats any bone within 30 minutes tops but this lasted 4 hours of nonstop chewing.,2020-04-12,My dog eats any bone within 30 minutes tops but this lasted 4 hours of nonstop chewing. It was well worth the money. So much I ordered more already as my lab loves them so much hes already begging for another one. Great buy without the hazard.,positive,Positive
381,B007RW7CJQ,Jayden,5.0,"Good as a treat, but not a chew",2019-05-28,"I got this for my small dog who is a power chewer. He was able to get chunks of it off, but he did have to work for it. I gave it as a treat more than a chew. Once he had gotten a good amount broken off, I would take it away",positive,Negative
382,B007RW7CJQ,Just K,5.0,Bendy! Exactly as described,2020-07-29,"Somehow this seemed to last longer than the edible nylabones that I buy.  It seemed more bendy too, and had less residue left behind. The dog seemed to really enjoy it.",positive,Positive
383,B007RW7CJQ,Marina suazo,5.0,Did not last,2021-02-24,Great bone!! my dog ABSOLUTELY loved it that she (a 44 lb pitbull 5 month old puppy)  finished it in less than 10 minutes. I’m sure it’s great for a smaller dog,positive,Positive
384,B007RW7CJQ,shhhhhh6,4.0,"Okay product, when on sale",2017-05-13,"Does not last very long, but my dogs enjoy them and they don't cause any stomach upset. Definitely not worth the full listing price but when they are on sale I stock up. For long lasting chews still prefer antlers and femurs.",positive,Neutral
385,B007RW7CJQ,Stephanie Paquette,5.0,Great bone,2022-04-10,The last a long time no smell and digestible.,negative,Positive
386,B007RW7CJQ,J Thomas,1.0,Waste of money,2023-05-06,"My dog, 20 pound mix breed, starting biting off pieces as soon as I gave it to her.  I was looking for a long lasting treat.  This is not it!  I took it away from her after ten minutes because she was eating it.  It's plastic and is not meant to be digested.If you have a small puppy this might be ok.  Would definitely NOT buy again.",positive,Sentiment: Negative
387,B007RW7CJQ,Jenna Luksetich,5.0,Keep your puppy busy!,2019-10-25,"My dogs love these! I have two boxer puppies and one adult boxer. My adult boxer will go through this in about 20 minutes, but by puppies will have it for 2 days before they finish it! So it's perfect if you need to keep puppies busy",positive,Positive
388,B007RW7CJQ,Rene,5.0,"Dog approved, but is not long lasting",2020-12-19,My dog loves loves LOVES these bones!!! He scarfs then right up. That’s my only complaint. This bone is gone in three minutes. Wish it lasted longer. But it’s a great treat that he clearly enjoys!,positive,Positive
389,B007RW7CJQ,John D. Smith,5.0,Dogs love them!,2021-01-12,Dogs love them! They don't singer they just kinda powder. They are heavy and for the price you just can't beat them! Will order again!,positive,Positive
390,B007RW7CJQ,KB,1.0,These are ridiculously small and a choke hazard for any size dog,2023-06-07,"I almost laughed when I opened the package. These are so ridiculously small and I wouldn’t give to ANY size dog as a major choke hazard and now I’m stuck, not able to return (or even exchange for bigger size!) them, even though I am a dedicated amazon prime customer. Come on seller/Amazon, so dangerous!",negative,Negative
391,B007RW7CJQ,Linda Styron,5.0,He loves it!,2021-04-05,It lasts a fair amount of time.  I have an aggressive chewer and this bone kept him happy for a while.,positive,Positive
392,B007RW7CJQ,Amazon Customer,5.0,Great For Teething Puppies,2020-07-11,"I have 2 Morkie puppies that of course are big chewers. I've tried different brands & flavors of bones. Some are winners, some are a waste of money. These were a winner & I'm going to order more today!",positive,Positive
393,B0175BN7B0,Karen,5.0,My dog loves it,2024-01-03,My dog absolute loves these. Keeps her entertained for a long time,positive,Positive
394,B0175BN7B0,Lourdes Valdes,5.0,Great snack for bulldogs,2023-10-06,"Size is perfect for adult bulldogs, great texture and smells good, quality ingredients",positive,Positive
395,B0175BN7B0,Sue A. Johnson,5.0,Loves this!,2023-07-29,Our Corgie loves these! They keep her occupied for hours!,neutral,Positive
396,B0175BN7B0,p dean addison,4.0,Dog loves them!!!,2017-10-23,Scarfs them right up... slightly expensive though,negative,Negative
397,B0175BN7B0,McCarth,5.0,His favorite,2020-09-10,"This is my dogs favorite bone. I first saw them at TJ Maxx and the Home Store and would buy them there, but they are really hard to find most of the time when I go there. They aren't always in stock, especially the medium or larger size bones. I was very pleased to find out I can just order them on Amazon. I love to see how happy my big boy gets when he sees me open the package, he can hardly contain himself, it's really cute.",positive,Positive
398,B0175BN7B0,Susan D VanBuren,5.0,Excellent for Teething Puppies,2022-03-27,These bones are the best! A bit. Pricey... But pups love them. First found some at Ross and TJ Maxx... Should have bought more when I was there!!!,positive,Positive
399,B0175BN7B0,Nicolette Duchene,5.0,My furbaby loves these broken down into smaller pieces. She's a small chihuahua. :),2022-04-30,would really like it if they had an extra small size for smaller dogs but otherwise they love them. Especially the BBQ flavored.,positive,"Overall sentiment: Positive

Explanation: While there is"
400,B0175BN7B0,Cary V. Hancock,5.0,Wisdom bone,2022-02-18,Our dog LOVES these bones,neutral,Positive
401,B0175BN7B0,sara,3.0,Prongs can easily snap off causing choking hazard,2022-01-25,Ours fell apart and my dog started to choke on it-it’s like a giant jacks and it can easily be taken apart. I have a Lhasa and a Shih Tzu who are 20lbs/11lbs and not big chewers. My Lhasa barely touched his and one of the prongs came off and we couldn’t get it out of his mouth when he started to choke on the knub he had reduced the broken prong to. Thankfully my teen son was home and between the two of us we got it out of his throat. Really scary stuff. They’re not hard like a yak stick-more of a softer medium and the prongs can easily be snapped. Something to think about if you plan to leave your dog unsupervised or they’re hard to get a treat back from.,negative,Sentiment: Negative
402,B0175BN7B0,Firstsnow,2.0,Ridiculous - $11???,2022-08-03,I bought the ginourmous size for years of these bones and mistakenly thought this was the same size. The medium is tiny - for a petite breed only. Never again! Definitely not worth the cost this seller is charging.,negative,Sentiment: Negative
403,B0175BN7B0,Christopher Mark Wright,5.0,great  treat,2021-05-10,my poodles  love these.we make it there special  treat.great for teething.,positive,Positive
404,B0175BN7B0,Allison I,2.0,Super small!,2022-02-04,"I thought it would be bigger, but when it arrived my German Shepard ate it in about ten minutes",neutral,Negative
405,B0175BN7B0,Serena Farmer,3.0,Dogs love them ~ too much!!,2023-12-27,"Thank goodness I only paid, $4.99 at MarshallsMy little Shorkie ate half on the way home.The second one, I gave to my mini-Aussie. It disappeared in less than 10 min!!If I had paid $10 for each, I coulda fed them steak!!!",negative,Positive
406,B0175BN7B0,katherine,1.0,Lasted about 6 minutes!,2022-02-08,What a gimmick!  Treats like these are WORTHLESS if a dog can't chew on them for more than 6 minutes!  The value to a dog is to satisfy their chew instinct.  Waste of money!,negative,Sentiment: Negative
407,B0175BN7B0,Brandy's Mom,5.0,Five Stars,2017-11-27,DOG LOVED IT,positive,Positive
408,B0175BN7B0,Kindle Customer,5.0,Pumpkin ia the best,2017-03-11,My dogs are into pumpkin,neutral,Neutral
409,B0175BN7B0,Jessica Sitaras,2.0,Dog love but lasted 2 minutes,2023-12-03,I have a lab mix and he inhaled in minutes. This treat seemed like it should have lasted a lot longer.,neutral,Negative
410,B0175BN7B0,Amazoner,1.0,Read before purchasing,2023-12-28,"Be very careful with this product for small dogs. It cause my 18 lb dog diarrhea and vomiting 6 hrs after chewing it. The diarrhea and vomiting continued through the night, and proceeded to bloody vomiting. My dog was able to recover 24 hours later but this is a serious issue people should be aware of.",negative,Negative
411,B0175BN7B0,heyshay07,3.0,"Great taste, but gone too fast",2019-09-23,"My 8 year old Shih Tzu/Poodle mix LOVED this Quando. He only has about 1/2 his teeth so I have been trying to find products that encourage him to chew abs maintain the teeth he has. He eats the greenies in about 2 minutes so I was hoping this would last longer.Pros1) great taste he kept chewing2) it was soft enough for him to eat and not get discouraged like some of the other thing I've tried3) the design helped him hold it easilyConHe ate 1 arm in 10 minutes and for $10 I was hoping it would last longer than that. With that ratio, the Yaky Churros are more economical.",positive,Sentiment: Positive
412,B0175BN7B0,Alyson,3.0,Won’t last long,2019-05-26,My 12 week old lab puppy loved this...but I expected it to last longer. Devoured the entire thing in about 30 minutes. Oops...,positive,Negative
413,B0175BN7B0,Mary Lou Triana,1.0,Gave my dog bloody diarrhea !,2020-04-21,"My dog ate through this bone in a matter of minutes, when I went to check on her she had already eaten the entire bone.  That night she started vomiting. She vomited about 4 times during the night.  The next day she had watery diarrhea.  As the day went on it got bloody. By the night fall of day two it will full on blood coming out. Took her to the emergency room, she got treated for digestive issues.  With treatment she improved within hours, however when I wrote to Quado they flat out denied it was due to the bone and even tried to ""silence"" me with a package of treats worth $20 and wanted to me sign non disclosure statement paperwork.  Needless to say they also refuse to pay for any of the medical bills.",negative,Negative
414,B0175BN7B0,eshopper,1.0,BE AWARE! NOT FOR AGGRESSIVE CHEWERS!,2021-06-01,"NOT FOR AGGRESSIVE CHEWERS!  I gave the large size one to my 80 lb lab  After about ten minutes, I thought it had slipped under the bed, beyond my dog’s reach, but In actuality, he had completely devoured it.  The remnants were visible in his vomit!!  He vomited intermittently for almost 24 hours, unable to keep anything down.  He’s fine now, but this product should have a warning!",positive,Negative
415,B0175BN7B0,Amazon Customer,2.0,Gone in 60 seconds,2019-10-06,"As previous reviews mention, the dog loved it, but that’s part of the problem. I’m not sure the bone lasted ten minutes. Based on the packaging and general design of the toy, it seemed like it was designed to last. In reality you are better off buying a box of treats for the same price. I have a 3 year old Pitt mix who is an aggressive chewer. I would discourage similar customers not to purchase this, unless you want an overpriced, one time treat.",positive,Sentiment: Negative
416,B0175BN7B0,Amazon Customer,5.0,Definitely recommended for new puppies!,2016-10-12,"This bone is made to be a safe, softer, and digestible, option specifically for puppies and soft mouths.  It's not made for ""big chewers"".  My French bulldog puppy LOVES these.  He's still on his first one (it's been almost a week), and we've already bought another one just in case.  Keeps him really busy!  And because it's natural and actually edible, he can eat the pieces so this bone isn't really messy either.",positive,Positive
417,B0175BN7B0,LR,2.0,"2 beagles, 2 medium bones, gone in 20 minutes",2021-01-08,"They really enjoyed them, but at this price I could feed them a nice steak.",positive,Neutral
418,B0175BN7B0,furball,5.0,Five Stars,2017-10-07,"chihuaha chews for days, lovves.",neutral,Positive
419,B0175BN7B0,Stephanie Hagberg,2.0,I was super excited to give my dog this chew but it ...,2016-04-30,I was super excited to give my dog this chew but it lasted a grand total of 15 minutes. I purchased the largest size and have a black lab.,positive,Negative
420,B0175BN7B0,April Price,1.0,Horrible.,2016-09-23,Bought this for my Westie/Maltese puppy who loves to chew. It was gone within 5 minutes! Horrible.,negative,Negative
421,B0175BN7B0,M. McWade,1.0,Price is crazy.,2015-12-07,This price of $19.99 is ridiculous. I bought one locally for $4.99.,negative,Sentiment: Negative
422,B0175BN7B0,Heather,4.0,My dog gives it 5 Starz. I give it 3,2022-01-15,"I assume this a good treat. I didn't try it myself.  But in the time it took me to walk outside to recycle the packaging and Amazon box, she had this half gone.  Not exactly cost friendly if you have a food loving power chewer. My girl is a 40 pound staffie. If I had to guess, I would say it was gobbled up in under 10 minutes.",positive,Sentiment: Negative
423,B0175BN7B0,Ervin M. Zaikis,5.0,Quado quad.,2022-05-26,"Our Terrier mix puppy adores these. If given the chance, she will devour it quickly. We only allow small amounts at a time.",negative,Positive
424,B0175BN7B0,M. T. Duffy,5.0,My pup loves this yummy bone!!!,2022-01-18,This bone lasts a long time and my dog truly loves it. I couldn't find the bacon flavor but she loves the peanut butter flavor just as well.,negative,Positive
425,B0175BN7B0,Nancy,5.0,Long lasting and very entertaining,2021-12-30,"I was surprised how long this treat has lasted and I love to watch her throw it in the air and chase it, before settling down to chew on it.",positive,Sentiment: Positive
426,B0175BN7B0,PB,5.0,Love it,2022-09-13,My dog loves this and it last longer than other products. It's different shape.,negative,Positive
427,B0175BN7B0,sugarsmom,5.0,good to the last kibble,2019-07-14,love it,positive,Positive
428,B0175BN7B0,Ella,1.0,My dog ATE this in minutes,2021-10-08,"Really would not recommend, lasted 5 minutes maximum. My dog completely ate this, there was nothing left. Very lucky he wasn’t poorly. DO NOT BUY.",positive,Sentiment: Negative
429,B0175BN7B0,SR,5.0,Dog approved!,2020-05-15,My dog is obsessed! I wish it lasted at bit longer though,negative,Negative
430,B01JONKIAU,Golf Hotel,5.0,GREAT for dogs,2023-11-27,My dogs just LOVES 'em. Whenever he eats them he eats them quickly! Healthy for dogs. I've only seen improvements. Very fresh. highly reccomended,positive,Positive
431,B01JONKIAU,Lindsay R.,5.0,My Yorkies go BONKERS for these.  Sensitive tummy approved.,2023-03-30,"My two little Yorkies each get half a small dental stick after their morning breakfast, and they literally CRY and spin circles to remind me.  We've tried probably a dozen different dental chews in the past (in all price ranges), but we found a favorite in Get Naked.  We love all the recognizable ingredients, plus the vitamins and antioxidants added to these dental chews.  And they've never upset my one dog's highly sensitive tummy (which is rare).  And for two 5lb dogs chewing on these 5 minutes a day, the price is right.  Overall, my dogs love these more than their actual treats, and ""cleaning"" their teeth tartar is definitely the favorite part of their day.",positive,Positive
432,B01JONKIAU,Scott mason,5.0,My dogs love them,2023-10-17,They get one every morning after their walk. They run to the cabinet every time. So cute!,positive,Positive
433,B01JONKIAU,Renee M,4.0,Dried out and smell weird!,2021-02-18,"The quality has really gone downhill. My dog loves them, I buy a ton of these, but I might not if my next order is also poor quality.Update: quality is still terrible, they're just all dried out.Update 5/10/23:The quality has improved. Thank you!",negative,Negative
434,B01JONKIAU,Manatee,5.0,LOVE,2023-08-17,My dog loves these dental chews.  She weighs about 13 pounds so make sure when you order them you get the small size.  She's been enjoying them for years.  She gets it as a treat after dinner.  Even my vet commented on her teeth being in such good shape for a dog her age.,positive,Positive
435,B01JONKIAU,Nora M,5.0,A favorite,2023-08-13,"Our Boston terrier girl loves these sticks. We have purchased all the flavors, and she loves them all. We give her one stick a day.",neutral,Positive
436,B01JONKIAU,Enchanting Mama,5.0,They are her favorite and she'll do quite a bit to earn one,2018-03-28,"Our beagle puppy flips for these treats. They are her favorite and she'll do quite a bit to earn one. They seem to satisfy her insatiable chewing problem (at least for a few minutes), and her teeth are sparkly white with very little tartar build up. I like that they have GOOD things inside, not random yucky bits like so many dog treats. We've gone through ten packs of these in various flavors and will continue to buy them for her as long as she continues to love them (we rotate flavors so she doesn't get bored). She seems to like the pink ones the most, but never turns away the other flavors (and she does turn away other brands of dental chews!). They are the ONLY treat that will get her to come back inside the fence when she's escaped, as well.",positive,Sentiment: Positive
437,B01JONKIAU,Amazon Customer,5.0,My dogs love them!,2023-05-15,"I've been buying these little sticks for my dogs for years. They love them! I don't know if they're doing much for their teeth, they gobble them up so fast. I just wish they were a little less expensive.",negative,Positive
438,B01JONKIAU,Katie Led,1.0,So stale that that could not even by cut with a sharp knife!!,2024-02-05,"I have been using these for years, and my very small dog just loved them.  However, when I receivedmy latest bags, I could not even cut through them with a sharp knife.  I always cut them into severalpieces, and sometimes they were a little hard and I just splashed into the bag with a little water andsealed it up again, and then they had softened up enough to cut.  The sticks in this latest shipmentwere so hard that I was unable to soften them up, even after several infusions of water into the bag.This is absolutely unacceptable, particularly since they are freshness dated ""by Feb 25, 2025.  Mydentist told me that one of her dogs actually broke a tooth on these dental sticks!!These are supposed to be beneficial for dogs, and not so hard they are dangerous.I am sending the three bags that were in my last shipment to the company, since they are notreturnable to Amazon, but I am disappointed that Amazon is carrying something so obviouslynot up to their standards.I have been purchasing these dental sticks for years for my small Havanese dog.  He loves them and I",negative,Negative
439,B01JONKIAU,"Cindy —- wanted to add an update, one of the pockets is sewn to itself so I’ll have to fix that.",5.0,Good deal,2023-05-06,I personally don’t like the smell but the pup loves the taste! The sticks are long so breaking them in half makes the deal even better.,positive,Positive
440,B01JONKIAU,Jackie,5.0,Rocky dental,2023-05-29,"Our family dog, Rocky, loves them and waits eagerly to get one",neutral,Positive
441,B01JONKIAU,Tatiana Gabrielle Sibrian,5.0,Pooch Loves Them,2020-12-16,"I always want to give my dog the best of the best, especially when it comes to treats. And I am so happy that I found this brand. ALSO MADE IN THE USA!!!! Heck ya!!! They a dense enough to help my dog with cleaning his teeth, yet tender enough to not hurt them as well. Which is a very important quality that I was looking for, because he is old. Love this brand and so does my old pooch. Every time he sees the bag, he shakes off his sleep and rushes over.",positive,Positive
442,B01JONKIAU,Jungrae Park,5.0,Seems good,2020-11-27,"My dog likes it and it's a good value for around $5, even less sometimes when it is on sale. She's a tiny toy-sized dog, so lately I rip these in half and give her half of a stick at a time. Can't say that I know if it works for the teeth but I suppose it would. These are also grain-free!",negative,Positive
443,B01JONKIAU,Lolabugge,5.0,Our new favorite healthy treat,2018-04-09,"I can not emphasize enough how much my dogs love these chew sticks. They get excited even seeing the bag, and are willing to do any number of tricks just to get their paws on one. For me, I love the ingredients and price point. It’s hard to find healthy treats that my dogs actually like and that don’t cost an arm and a leg. I’m so glad I bought these on a whim. Now I try to throw at least one package into every Amazon order I place that meets the add-on requirements!",positive,Positive
444,B01JONKIAU,mcsetsr,5.0,Good value,2020-01-18,"Well, I haven’t tried them so I cannot rate the flavor. But our puppy has no complaints, however he is a dog and occasionally eats questionable things if you know what I mean. These are good size and easily broken up to put inside treat toys. They are a good quality for the cost. I love that I can slide them into the treat jar after opening.",positive,Positive
445,B01JONKIAU,Pixie,3.0,Stale,2022-03-26,I don’t know why whenever I get them from Amazon they are stale but when I order from the big c I don’t have the issue of them being so hard I can’t snap them in half.,negative,Negative
446,B01JONKIAU,Ri,5.0,My dog loves these treats because they are easy for him to chew,2017-10-08,"My dog loves these treats because they are easy for him to chew. I like that they were decently priced and you get a fair amount in the bag (about 20 of them). I give my dog two of these a day so wish they were sold in larger quantities. As far as the immune system boost, I can’t confirm it has helped that for him as he had no prior issues. I just know he can’t wait to get these in his belly :)",positive,Positive
447,B01JONKIAU,M. D.,3.0,Price keeps going up. Not worth it.,2021-01-28,"These are one of my dogs’ favorite treats. We used to buy these several times a month, but they have raised the price drastically since I first started getting them ($3.99 to $8.99 in less than two years) so we have stopped buying them as often. I would say these are five star treats at $4-$5, but not at the current price point (there are better quality treats to buy for $10).",positive,Negative
448,B01JONKIAU,Bec - CPA,5.0,Great dog treat,2022-03-14,Our dog loves these! Great for his teeth and he enjoys the taste!,positive,Positive
449,B01JONKIAU,Jodi Marie,4.0,Dog loves them,2016-10-28,"My dog loves these, although she will eat anything I give her so it is not saying much; a picky dog may or may not like them. I am giving them this good review because I love that they are all-natural and grain free. She has not eaten enough of them for me to determine whether or not they really do help her teeth, but they surely do not make them worse!",positive,Positive
450,B01JONKIAU,Brittany Elser,5.0,Love!,2019-12-30,"Update…. My dog has somehow gotten an allergic reaction to chicken. Super weird, but I was wondering if you guys could make these in a samon treat? I have been buying for years and I love your company. Would like to continue to order from you. Original review….. My dog loves these! I love the ingredients on package and the price!",positive,Positive
451,B01JONKIAU,Maggie,5.0,My dog loves them,2021-02-01,"My dog loves these sticks that are good for teeth.  She is little, so I give her half at a time.  It is her morning treat and she loves them.  Nice that they don't have a scent.",positive,Positive
452,B01JONKIAU,Veronica,5.0,Great everyday supplement,2021-02-19,My pups love this treat. It’s a bit pricey in my opinion but if it’s quality I make the effort to give to my babies. I love that it has antioxidants and it’s helpful for their teeth health.,positive,Positive
453,B01JONKIAU,Kris97,4.0,Good for medium dogs. Tough for small dogs. Too tiny for large dogs,2019-07-17,They are good for medium dogs. I got for my small dog (5lbs) and they are a tougher than expected. Great for my 14 lb dog though. Too small for my 40 lb dog because she eats them in 2 seconds.,positive,"Overall sentiment: Neutral 

The review includes both positive"
454,B01JONKIAU,slade,4.0,Dogs love them,2020-09-15,Both my dogs love them. One has a little bit of a sensitive stomach so I switched to a different one but same brand.,positive,Positive
455,B01JONKIAU,Lois Y.,4.0,Packaging could be better for preserving!,2020-03-17,"My mini Yorkie ❤️❤️❤️‘S these ! Unfortunately, you have to seal very carefully after each use or they get hard as a rock , or would have given 5 stars !",negative,Sentiment: Positive
456,B01JONKIAU,J I,5.0,Easy way to spoil the pups!,2017-01-05,"These dog treats have been a huge hit with the 4-legged members of our family! My 15lb miniature schnauzer has refused to eat dinner unless she can get one of these sticks as an appetizer. There have been times when fights have broken out between the other boys over finishing any bits that are being slowly being savored.There is one of the bunch who is a chihuahua/yorkie/pom mix. He typically gets half a stick (easily broken in half), and that is satisfying enough for him.",negative,Positive
457,B01JONKIAU,MissK,4.0,Nice treats!,2017-02-27,"My dog loves these, and they don't seem to be full of artificial scary stuff.  They are chewy and take her a hot minute to eat, and maybe clean her teeth a bit.  I do think the ""supplements"" are too weak to be effective, stick to the cheapest ones.  Good product!",positive,Positive
458,B01JONKIAU,Sav,3.0,"Not as fresh, hard to chew",2021-10-16,"My chihuahua really likes these, but when ordered from amazon, they arrive super hard and are not chewy at all. When broken in half, the edges are really sharp.",negative,Neutral
459,B01JONKIAU,MK,5.0,Good for Dog's with Sensitive Stomachs,2020-12-28,We've tried other dental cleaning treats but this is the first that our Labradoodle enjoys without causing an upset stomach.  I will buy it (and the other flavors) again.,neutral,Sentiment: Positive
460,B01JONKIAU,LouSkye,5.0,"They are perfect combination of soft and hard chew, are great for seniors!",2019-10-20,"My senior beagle freakin loves these. She is soo excited when she hears the crinkle of the bag. The scent isn’t very strong, and I feel good that it is benefiting her. There were quite a few in the bag also, so that was awesome!",positive,Positive
461,B01JONKIAU,PS,5.0,My dogs favorite!,2017-09-25,"I bought these since they are filled with antioxidants and my dog absolutely loves them! She is a 5lb maltipoo and can eat it in about 5-10 minutes, but she is an aggressive chewer! Also a fan that they're made in the US rather than having products shipped internationally. I hope that means less chemicals and what not. But will definitely buy again!!",positive,Positive
462,B01JONKIAU,m-iman,5.0,Favorite of my picky eater,2019-08-19,"My 12 year old dog has had 9 teeth pulled from neglect before I adopted her, these are her favorite. I was so glad to find them on Amazon after Petco stopped carrying them. I have them in my subscribe and save.",positive,Positive
463,B01JONKIAU,melomalo,3.0,Not A Reliable Count!,2020-12-14,These bags are supposed to have 18 chews in them but out of eight bags I ordered only one had that many.  Some were as low as 14 but most had 16.  This is a reoccurring problem.  Manufacturers need to address this.,positive,Sentiment: Negative
464,B01JONKIAU,alisha,5.0,Dog Loves these,2019-08-13,My dog loves loves loves these!! They are so little so I bet it doesnt clean his teeth well but the value for your money is amazing with these. I have auto delivery my dog loves them so much.,positive,Positive
465,B01JONKIAU,Julie Whalen,5.0,Good dental chew,2019-02-27,"I've given my dog many dental chews over her life, and she's turned her nose up at every one of them.  She loves these, the ingredients are good, and they're fairly priced.  These will be a regular order for us.",positive,Positive
466,B01JONKIAU,The Claussens,3.0,Good treats. Bad pricing.,2016-11-01,"We have been buying this treat since 2014 from puppy health to digestive to anti-oxidant.  The treats are awesome, help cleaning teeth without bad ingredients.  Just like other dogs owners who sort out better stuff out there and kept coming back to these goodness.  Plus Amazon prime prompt delivery.  5 stars.On the price perspective 1 star... let's compare...Our previous orders:08/2014 $4.4908/2015  $3.3901/2016 $5.3205/2016 $4.7406/2016 $4.9910/2016 $8.99  OUCH...",positive,Positive
467,B01JONKIAU,Carol Ann,5.0,My 90# dog really likes these!,2020-12-31,"My 90# dog really likes these.  Even though they are very healthy for him, he thinks they are a treat!",positive,Positive
468,B01JONKIAU,Jamie B.,4.0,Good value,2020-05-16,Dogs love them but too early to tell if they help,positive,Neutral
469,B01JONKIAU,F. Reedus,5.0,Love this brand,2017-11-14,I order 2 packs of these a month for my Havanese with sensitive tummy. She loves her ‘Puppy Sticks’ and has one for breakfast every morning. We started out with the Puppy ones when she was little and have tried the digestive health ones as well...all have been a hit.,negative,Positive
470,B01JONKIAU,TW,5.0,I think they are a bit expensive,2021-08-07,My dog absolutely loves these!,positive,Positive
471,B01JONKIAU,Rebecky_Adam,5.0,"My dogs love these, one is pretty picky and the other ...",2018-05-21,"My dogs love these, one is pretty picky and the other I call my dumpster dog because he’ll eat anything, but even my picky eater likes them. They last about a minute which is nice, I use them as distraction treats.",positive,Positive
472,B01JONKIAU,MemyselfI,5.0,Picky lil' puppy,2017-11-10,"Sadly my dog does not like these, but I do. For what they are made of and the price I paid I'm still happy with them. I just give them to the neighbors dogs as they walk by the house. They all seem too love them.",positive,Positive
473,B01JONKIAU,Catie,5.0,"Health and teeth-cleaning benefits, and it cuts through dog breath!",2018-06-17,"My pup LOVES these! They have teeth cleaning and health benefits, which I like, and are pretty inexpensive. Plus, they have a nice minty-smell (but not overly minty, like toothpaste) that cuts through the dog breath smell. Would highly recommend!",positive,Positive
474,B01JONKIAU,A. Hollar,5.0,My dogs love these,2019-09-09,My dogs really love these treats. I like them because they're good for their tummies and a good size treat wise for an 80 and 60 lbs dog.,positive,Positive
475,B01JONKIAU,sandy,5.0,My dog loves these chews,2020-01-19,I buy the small size for my 75 pound dog to keep the calories low and she loves these.,negative,Positive
